,nominees,details,imdb_urls,award_show,year,award,winner,ref_year
3,Life,Rick Baker,https://www.imdb.com//title/tt0123964/?ref_=ev_nom,Academy Awards,2000,Best Makeup,0,21
0,The Red Violin,John Corigliano,https://www.imdb.com//title/tt0120802/?ref_=ev_nom,Academy Awards,2000,"Best Music, Original Score",1,21
1,American Beauty,Thomas Newman,https://www.imdb.com//title/tt0169547/?ref_=ev_nom,Academy Awards,2000,"Best Music, Original Score",0,21
2,Angela's Ashes,John Williams,https://www.imdb.com//title/tt0145653/?ref_=ev_nom,Academy Awards,2000,"Best Music, Original Score",0,21
3,The Cider House Rules,Rachel Portman,https://www.imdb.com//title/tt0124315/?ref_=ev_nom,Academy Awards,2000,"Best Music, Original Score",0,21
4,The Talented Mr. Ripley,Gabriel Yared,https://www.imdb.com//title/tt0134119/?ref_=ev_nom,Academy Awards,2000,"Best Music, Original Score",0,21
0,Tarzan,Phil Collins,https://www.imdb.com//title/tt0120855/?ref_=ev_nom,Academy Awards,2000,"Best Music, Original Song",1,21
1,Magnolia,Aimee Mann,https://www.imdb.com//title/tt0175880/?ref_=ev_nom,Academy Awards,2000,"Best Music, Original Song",0,21
2,Music of the Heart,Diane Warren,https://www.imdb.com//title/tt0166943/?ref_=ev_nom,Academy Awards,2000,"Best Music, Original Song",0,21
3,"South Park: Bigger, Longer & Uncut","Trey Parker, Marc Shaiman",https://www.imdb.com//title/tt0158983/?ref_=ev_nom,Academy Awards,2000,"Best Music, Original Song",0,21
4,Toy Story 2,Randy Newman,https://www.imdb.com//title/tt0120363/?ref_=ev_nom,Academy Awards,2000,"Best Music, Original Song",0,21
0,American Beauty,"Bruce Cohen, Dan Jinks",https://www.imdb.com//title/tt0169547/?ref_=ev_nom,Academy Awards,2000,Best Picture,1,21
1,The Cider House Rules,Richard N. Gladstein,https://www.imdb.com//title/tt0124315/?ref_=ev_nom,Academy Awards,2000,Best Picture,0,21
2,The Green Mile,"David Valdes, Frank Darabont",https://www.imdb.com//title/tt0120689/?ref_=ev_nom,Academy Awards,2000,Best Picture,0,21
3,The Insider,"Michael Mann, Pieter Jan Brugge",https://www.imdb.com//title/tt0140352/?ref_=ev_nom,Academy Awards,2000,Best Picture,0,21
4,The Sixth Sense,"Frank Marshall, Kathleen Kennedy, Barry Mendel",https://www.imdb.com//title/tt0167404/?ref_=ev_nom,Academy Awards,2000,Best Picture,0,21
0,The Old Man and the Sea,Aleksandr Petrov,https://www.imdb.com//title/tt0207639/?ref_=ev_nom,Academy Awards,2000,"Best Short Film, Animated",1,21
1,3 Misses,Paul Driessen,https://www.imdb.com//title/tt0239206/?ref_=ev_nom,Academy Awards,2000,"Best Short Film, Animated",0,21
2,Humdrum,Peter Peake,https://www.imdb.com//title/tt0192145/?ref_=ev_nom,Academy Awards,2000,"Best Short Film, Animated",0,21
3,My Grandmother Ironed the King's Shirts,Torill Kove,https://www.imdb.com//title/tt0210853/?ref_=ev_nom,Academy Awards,2000,"Best Short Film, Animated",0,21
4,When the Day Breaks,"Wendy Tilby, Amanda Forbis",https://www.imdb.com//title/tt0200282/?ref_=ev_nom,Academy Awards,2000,"Best Short Film, Animated",0,21
0,My Mother Dreams the Satan's Disciples in New York,"Barbara Schock, Tammy Tiehel",https://www.imdb.com//title/tt0177023/?ref_=ev_nom,Academy Awards,2000,"Best Short Film, Live Action",1,21
1,Killing Joe,"Mehdi Norowzian, Steve Wax",https://www.imdb.com//title/tt0236386/?ref_=ev_nom,Academy Awards,2000,"Best Short Film, Live Action",0,21
2,Kleingeld,"Marc-Andreas Bochert, Gabriele Lins",https://www.imdb.com//title/tt0200780/?ref_=ev_nom,Academy Awards,2000,"Best Short Film, Live Action",0,21
3,Stora & små mirakel,Marcus Olsson,https://www.imdb.com//title/tt0239583/?ref_=ev_nom,Academy Awards,2000,"Best Short Film, Live Action",0,21
4,Theis and Nico,"Henrik Ruben Genz, Michael W. Horsten",https://www.imdb.com//title/tt0191850/?ref_=ev_nom,Academy Awards,2000,"Best Short Film, Live Action",0,21
0,The Matrix,"John T. Reitz, Gregg Rudloff, David E. Campbell, David Lee",https://www.imdb.com//title/tt0133093/?ref_=ev_nom,Academy Awards,2000,Best Sound,1,21
1,Star Wars: Episode I - The Phantom Menace,"Gary Rydstrom, Tom Johnson, Shawn Murphy, John Midgley",https://www.imdb.com//title/tt0120915/?ref_=ev_nom,Academy Awards,2000,Best Sound,0,21
2,The Green Mile,"Robert J. Litt, Elliot Tyson, Michael Herbick, Willie D. Burton",https://www.imdb.com//title/tt0120689/?ref_=ev_nom,Academy Awards,2000,Best Sound,0,21
3,The Insider,"Andy Nelson, Doug Hemphill, Lee Orloff",https://www.imdb.com//title/tt0140352/?ref_=ev_nom,Academy Awards,2000,Best Sound,0,21
4,The Mummy,"Leslie Shatz, Chris Carpenter, Rick Kline, Chris Munro",https://www.imdb.com//title/tt0120616/?ref_=ev_nom,Academy Awards,2000,Best Sound,0,21
0,The Cider House Rules,John Irving,https://www.imdb.com//title/tt0124315/?ref_=ev_nom,Academy Awards,2000,"Best Writing, Screenplay Based on Material Previously Produced or Published",1,21
1,Election,"Alexander Payne, Jim Taylor",https://www.imdb.com//title/tt0126886/?ref_=ev_nom,Academy Awards,2000,"Best Writing, Screenplay Based on Material Previously Produced or Published",0,21
2,The Green Mile,Frank Darabont,https://www.imdb.com//title/tt0120689/?ref_=ev_nom,Academy Awards,2000,"Best Writing, Screenplay Based on Material Previously Produced or Published",0,21
3,The Insider,"Eric Roth, Michael Mann",https://www.imdb.com//title/tt0140352/?ref_=ev_nom,Academy Awards,2000,"Best Writing, Screenplay Based on Material Previously Produced or Published",0,21
4,The Talented Mr. Ripley,Anthony Minghella,https://www.imdb.com//title/tt0134119/?ref_=ev_nom,Academy Awards,2000,"Best Writing, Screenplay Based on Material Previously Produced or Published",0,21
0,American Beauty,Alan Ball,https://www.imdb.com//title/tt0169547/?ref_=ev_nom,Academy Awards,2000,"Best Writing, Screenplay Written Directly for the Screen",1,21
1,Being John Malkovich,Charlie Kaufman,https://www.imdb.com//title/tt0120601/?ref_=ev_nom,Academy Awards,2000,"Best Writing, Screenplay Written Directly for the Screen",0,21
2,Magnolia,Paul Thomas Anderson,https://www.imdb.com//title/tt0175880/?ref_=ev_nom,Academy Awards,2000,"Best Writing, Screenplay Written Directly for the Screen",0,21
3,The Sixth Sense,M. Night Shyamalan,https://www.imdb.com//title/tt0167404/?ref_=ev_nom,Academy Awards,2000,"Best Writing, Screenplay Written Directly for the Screen",0,21
4,Topsy-Turvy,Mike Leigh,https://www.imdb.com//title/tt0151568/?ref_=ev_nom,Academy Awards,2000,"Best Writing, Screenplay Written Directly for the Screen",0,21
0,Roberto Benigni,Life Is Beautiful,https://www.imdb.com//name/nm0000905/?ref_=ev_nom,Academy Awards,1999,Best Actor in a Leading Role,1,22
1,Edward Norton,American History X,https://www.imdb.com//name/nm0001570/?ref_=ev_nom,Academy Awards,1999,Best Actor in a Leading Role,0,22
2,Ian McKellen,Gods and Monsters,https://www.imdb.com//name/nm0005212/?ref_=ev_nom,Academy Awards,1999,Best Actor in a Leading Role,0,22
3,Nick Nolte,Affliction,https://www.imdb.com//name/nm0000560/?ref_=ev_nom,Academy Awards,1999,Best Actor in a Leading Role,0,22
4,Tom Hanks,Saving Private Ryan,https://www.imdb.com//name/nm0000158/?ref_=ev_nom,Academy Awards,1999,Best Actor in a Leading Role,0,22
0,James Coburn,Affliction,https://www.imdb.com//name/nm0000336/?ref_=ev_nom,Academy Awards,1999,Best Actor in a Supporting Role,1,22
1,Billy Bob Thornton,A Simple Plan,https://www.imdb.com//name/nm0000671/?ref_=ev_nom,Academy Awards,1999,Best Actor in a Supporting Role,0,22
2,Ed Harris,The Truman Show,https://www.imdb.com//name/nm0000438/?ref_=ev_nom,Academy Awards,1999,Best Actor in a Supporting Role,0,22
3,Geoffrey Rush,Shakespeare in Love,https://www.imdb.com//name/nm0001691/?ref_=ev_nom,Academy Awards,1999,Best Actor in a Supporting Role,0,22
4,Robert Duvall,A Civil Action,https://www.imdb.com//name/nm0000380/?ref_=ev_nom,Academy Awards,1999,Best Actor in a Supporting Role,0,22
0,Gwyneth Paltrow,Shakespeare in Love,https://www.imdb.com//name/nm0000569/?ref_=ev_nom,Academy Awards,1999,Best Actress in a Leading Role,1,22
1,Cate Blanchett,Elizabeth,https://www.imdb.com//name/nm0000949/?ref_=ev_nom,Academy Awards,1999,Best Actress in a Leading Role,0,22
2,Emily Watson,Hilary and Jackie,https://www.imdb.com//name/nm0001833/?ref_=ev_nom,Academy Awards,1999,Best Actress in a Leading Role,0,22
3,Fernanda Montenegro,Central Station,https://www.imdb.com//name/nm0005244/?ref_=ev_nom,Academy Awards,1999,Best Actress in a Leading Role,0,22
4,Meryl Streep,One True Thing,https://www.imdb.com//name/nm0000658/?ref_=ev_nom,Academy Awards,1999,Best Actress in a Leading Role,0,22
0,Judi Dench,Shakespeare in Love,https://www.imdb.com//name/nm0001132/?ref_=ev_nom,Academy Awards,1999,Best Actress in a Supporting Role,1,22
1,Brenda Blethyn,Little Voice,https://www.imdb.com//name/nm0000950/?ref_=ev_nom,Academy Awards,1999,Best Actress in a Supporting Role,0,22
2,Kathy Bates,Primary Colors,https://www.imdb.com//name/nm0000870/?ref_=ev_nom,Academy Awards,1999,Best Actress in a Supporting Role,0,22
3,Lynn Redgrave,Gods and Monsters,https://www.imdb.com//name/nm0001655/?ref_=ev_nom,Academy Awards,1999,Best Actress in a Supporting Role,0,22
4,Rachel Griffiths,Hilary and Jackie,https://www.imdb.com//name/nm0341737/?ref_=ev_nom,Academy Awards,1999,Best Actress in a Supporting Role,0,22
0,Shakespeare in Love,"Martin Childs, Jill Quertier",https://www.imdb.com//title/tt0138097/?ref_=ev_nom,Academy Awards,1999,Best Art Direction-Set Decoration,1,22
1,Elizabeth,"John Myhre, Peter Howitt",https://www.imdb.com//title/tt0127536/?ref_=ev_nom,Academy Awards,1999,Best Art Direction-Set Decoration,0,22
2,Pleasantville,"Jeannine Oppewall, Jay Hart",https://www.imdb.com//title/tt0120789/?ref_=ev_nom,Academy Awards,1999,Best Art Direction-Set Decoration,0,22
3,Saving Private Ryan,"Thomas E. Sanders, Lisa Dean",https://www.imdb.com//title/tt0120815/?ref_=ev_nom,Academy Awards,1999,Best Art Direction-Set Decoration,0,22
4,What Dreams May Come,"Eugenio Zanetti, Cindy Carr",https://www.imdb.com//title/tt0120889/?ref_=ev_nom,Academy Awards,1999,Best Art Direction-Set Decoration,0,22
0,Saving Private Ryan,Janusz Kaminski,https://www.imdb.com//title/tt0120815/?ref_=ev_nom,Academy Awards,1999,Best Cinematography,1,22
1,A Civil Action,Conrad L. Hall,https://www.imdb.com//title/tt0120633/?ref_=ev_nom,Academy Awards,1999,Best Cinematography,0,22
2,Elizabeth,Remi Adefarasin,https://www.imdb.com//title/tt0127536/?ref_=ev_nom,Academy Awards,1999,Best Cinematography,0,22
3,Shakespeare in Love,Richard Greatrex,https://www.imdb.com//title/tt0138097/?ref_=ev_nom,Academy Awards,1999,Best Cinematography,0,22
4,The Thin Red Line,John Toll,https://www.imdb.com//title/tt0120863/?ref_=ev_nom,Academy Awards,1999,Best Cinematography,0,22
0,Shakespeare in Love,Sandy Powell,https://www.imdb.com//title/tt0138097/?ref_=ev_nom,Academy Awards,1999,Best Costume Design,1,22
1,Beloved,Colleen Atwood,https://www.imdb.com//title/tt0120603/?ref_=ev_nom,Academy Awards,1999,Best Costume Design,0,22
2,Elizabeth,Alexandra Byrne,https://www.imdb.com//title/tt0127536/?ref_=ev_nom,Academy Awards,1999,Best Costume Design,0,22
3,Pleasantville,Judianna Makovsky,https://www.imdb.com//title/tt0120789/?ref_=ev_nom,Academy Awards,1999,Best Costume Design,0,22
4,Velvet Goldmine,Sandy Powell,https://www.imdb.com//title/tt0120879/?ref_=ev_nom,Academy Awards,1999,Best Costume Design,0,22
0,Steven Spielberg,Saving Private Ryan,https://www.imdb.com//name/nm0000229/?ref_=ev_nom,Academy Awards,1999,Best Director,1,22
1,John Madden,Shakespeare in Love,https://www.imdb.com//name/nm0006960/?ref_=ev_nom,Academy Awards,1999,Best Director,0,22
2,Peter Weir,The Truman Show,https://www.imdb.com//name/nm0001837/?ref_=ev_nom,Academy Awards,1999,Best Director,0,22
3,Roberto Benigni,Life Is Beautiful,https://www.imdb.com//name/nm0000905/?ref_=ev_nom,Academy Awards,1999,Best Director,0,22
4,Terrence Malick,The Thin Red Line,https://www.imdb.com//name/nm0000517/?ref_=ev_nom,Academy Awards,1999,Best Director,0,22
0,The Last Days,"James Moll, Ken Lipper",https://www.imdb.com//title/tt0174852/?ref_=ev_nom,Academy Awards,1999,"Best Documentary, Features",1,22
1,Dancemaker,"Matthew Diamond, Jerry Kupfer",https://www.imdb.com//title/tt0175550/?ref_=ev_nom,Academy Awards,1999,"Best Documentary, Features",0,22
2,Lenny Bruce: Swear to Tell the Truth,Robert B. Weide,https://www.imdb.com//title/tt0175844/?ref_=ev_nom,Academy Awards,1999,"Best Documentary, Features",0,22
3,Regret to Inform,"Barbara Sonneborn, Janet Cole",https://www.imdb.com//title/tt0181786/?ref_=ev_nom,Academy Awards,1999,"Best Documentary, Features",0,22
4,"The Farm: Angola, USA","Jonathan Stack, Liz Garbus",https://www.imdb.com//title/tt0139193/?ref_=ev_nom,Academy Awards,1999,"Best Documentary, Features",0,22
0,The Personals,Keiko Ibi,https://www.imdb.com//title/tt0176018/?ref_=ev_nom,Academy Awards,1999,"Best Documentary, Short Subjects",1,22
1,A Place in the Land,Charles Guggenheim,https://www.imdb.com//title/tt0189009/?ref_=ev_nom,Academy Awards,1999,"Best Documentary, Short Subjects",0,22
2,Sunrise Over Tiananmen Square,"Shui-Bo Wang, Donald McWilliams",https://www.imdb.com//title/tt0189121/?ref_=ev_nom,Academy Awards,1999,"Best Documentary, Short Subjects",0,22
0,Saving Private Ryan,"Gary Rydstrom, Richard Hymns",https://www.imdb.com//title/tt0120815/?ref_=ev_nom,Academy Awards,1999,"Best Effects, Sound Effects Editing",1,22
1,Armageddon,George Watters II,https://www.imdb.com//title/tt0120591/?ref_=ev_nom,Academy Awards,1999,"Best Effects, Sound Effects Editing",0,22
2,The Mask of Zorro,Dave McMoyler,https://www.imdb.com//title/tt0120746/?ref_=ev_nom,Academy Awards,1999,"Best Effects, Sound Effects Editing",0,22
0,What Dreams May Come,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Scott Mack",https://www.imdb.com//title/tt0120889/?ref_=ev_nom,Academy Awards,1999,"Best Effects, Visual Effects",1,22
1,Armageddon,"Richard R. Hoover, Pat McClung, John Frazier",https://www.imdb.com//title/tt0120591/?ref_=ev_nom,Academy Awards,1999,"Best Effects, Visual Effects",0,22
2,Mighty Joe Young,"Rick Baker, Hoyt Yeatman, Allen Hall, Jim Mitchell",https://www.imdb.com//title/tt0120751/?ref_=ev_nom,Academy Awards,1999,"Best Effects, Visual Effects",0,22
0,Saving Private Ryan,Michael Kahn,https://www.imdb.com//title/tt0120815/?ref_=ev_nom,Academy Awards,1999,Best Film Editing,1,22
1,Life Is Beautiful,Simona Paggi,https://www.imdb.com//title/tt0118799/?ref_=ev_nom,Academy Awards,1999,Best Film Editing,0,22
2,Out of Sight,Anne V. Coates,https://www.imdb.com//title/tt0120780/?ref_=ev_nom,Academy Awards,1999,Best Film Editing,0,22
3,Shakespeare in Love,David Gamble,https://www.imdb.com//title/tt0138097/?ref_=ev_nom,Academy Awards,1999,Best Film Editing,0,22
4,The Thin Red Line,"Billy Weber, Leslie Jones, Saar Klein",https://www.imdb.com//title/tt0120863/?ref_=ev_nom,Academy Awards,1999,Best Film Editing,0,22
0,Life Is Beautiful,,https://www.imdb.com//title/tt0118799/?ref_=ev_nom,Academy Awards,1999,Best Foreign Language Film,1,22
1,Central Station,,https://www.imdb.com//title/tt0140888/?ref_=ev_nom,Academy Awards,1999,Best Foreign Language Film,0,22
2,Children of Heaven,,https://www.imdb.com//title/tt0118849/?ref_=ev_nom,Academy Awards,1999,Best Foreign Language Film,0,22
3,Tango,,https://www.imdb.com//title/tt0120274/?ref_=ev_nom,Academy Awards,1999,Best Foreign Language Film,0,22
4,The Grandfather,,https://www.imdb.com//title/tt0176415/?ref_=ev_nom,Academy Awards,1999,Best Foreign Language Film,0,22
0,Elizabeth,Jenny Shircore,https://www.imdb.com//title/tt0127536/?ref_=ev_nom,Academy Awards,1999,Best Makeup,1,22
1,Saving Private Ryan,"Lois Burwell, Conor O'Sullivan, Daniel C. Striepeke",https://www.imdb.com//title/tt0120815/?ref_=ev_nom,Academy Awards,1999,Best Makeup,0,22
2,Shakespeare in Love,"Lisa Westcott, Veronica McAleer",https://www.imdb.com//title/tt0138097/?ref_=ev_nom,Academy Awards,1999,Best Makeup,0,22
0,Life Is Beautiful,Nicola Piovani,https://www.imdb.com//title/tt0118799/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Dramatic Score",1,22
1,Elizabeth,David Hirschfelder,https://www.imdb.com//title/tt0127536/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Dramatic Score",0,22
2,Pleasantville,Randy Newman,https://www.imdb.com//title/tt0120789/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Dramatic Score",0,22
3,Saving Private Ryan,John Williams,https://www.imdb.com//title/tt0120815/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Dramatic Score",0,22
4,The Thin Red Line,Hans Zimmer,https://www.imdb.com//title/tt0120863/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Dramatic Score",0,22
0,Shakespeare in Love,Stephen Warbeck,https://www.imdb.com//title/tt0138097/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Musical or Comedy Score",1,22
1,A Bug's Life,Randy Newman,https://www.imdb.com//title/tt0120623/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Musical or Comedy Score",0,22
2,Mulan,"Matthew Wilder (music), David Zippel (lyrics), Jerry Goldsmith (orchestral score)",https://www.imdb.com//title/tt0120762/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Musical or Comedy Score",0,22
3,Patch Adams,Marc Shaiman,https://www.imdb.com//title/tt0129290/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Musical or Comedy Score",0,22
4,The Prince of Egypt,"Stephen Schwartz (music/lyrics), Hans Zimmer (orchestral score)",https://www.imdb.com//title/tt0120794/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Musical or Comedy Score",0,22
0,The Prince of Egypt,Stephen Schwartz,https://www.imdb.com//title/tt0120794/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Song",1,22
1,Armageddon,Diane Warren,https://www.imdb.com//title/tt0120591/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Song",0,22
2,Babe: Pig in the City,Randy Newman,https://www.imdb.com//title/tt0120595/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Song",0,22
3,Quest for Camelot,"Carole Bayer Sager (music/lyrics), David Foster (music/lyrics), Tony Renis (lyrics), Alberto Testa (lyrics)",https://www.imdb.com//title/tt0120800/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Song",0,22
4,The Horse Whisperer,"Allison Moorer, Gwil Owen",https://www.imdb.com//title/tt0119314/?ref_=ev_nom,Academy Awards,1999,"Best Music, Original Song",0,22
0,Shakespeare in Love,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick, Marc Norman",https://www.imdb.com//title/tt0138097/?ref_=ev_nom,Academy Awards,1999,Best Picture,1,22
1,Elizabeth,"Alison Owen, Eric Fellner, Tim Bevan",https://www.imdb.com//title/tt0127536/?ref_=ev_nom,Academy Awards,1999,Best Picture,0,22
2,Life Is Beautiful,"Elda Ferri, Gianluigi Braschi",https://www.imdb.com//title/tt0118799/?ref_=ev_nom,Academy Awards,1999,Best Picture,0,22
3,Saving Private Ryan,"Steven Spielberg, Ian Bryce, Mark Gordon, Gary Levinsohn",https://www.imdb.com//title/tt0120815/?ref_=ev_nom,Academy Awards,1999,Best Picture,0,22
4,The Thin Red Line,"Robert Michael Geisler, John Roberdeau, Grant Hill",https://www.imdb.com//title/tt0120863/?ref_=ev_nom,Academy Awards,1999,Best Picture,0,22
0,Bunny,Chris Wedge,https://www.imdb.com//title/tt0179011/?ref_=ev_nom,Academy Awards,1999,"Best Short Film, Animated",1,22
